Record_ID,Scenario,Source,Sim_Time_s,Bus_ID,Bus_Name,Frequency_Hz,Voltage_pu,Voltage_kV,Angle_deg,Active_Power_MW,Reactive_Power_MVAr,ROCOF_Hz_per_s,Ambient_Temp_C,Grid_State,Stability_Label
8595,Voltage_Instability,Synthetic_PhysicsInformed,2.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7342,0.822,271.2,29.46,499.372,300.223,-0.2103,37.6,Unstable,1
8596,Voltage_Instability,Synthetic_PhysicsInformed,2.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7454,0.8124,268.1,18.19,499.92,300.552,0.1121,37.6,Unstable,1
8597,Voltage_Instability,Synthetic_PhysicsInformed,2.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.77,0.8069,266.3,31.94,506.037,304.229,0.2463,37.6,Unstable,1
8598,Voltage_Instability,Synthetic_PhysicsInformed,2.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7497,0.7982,263.4,29.78,515.03,309.636,-0.2029,37.6,Collapse,2
8599,Voltage_Instability,Synthetic_PhysicsInformed,2.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7761,0.7896,260.6,23.8,521.453,313.497,0.2638,37.6,Collapse,2
8600,Voltage_Instability,Synthetic_PhysicsInformed,2.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7659,0.7823,258.1,20.58,535.846,322.151,-0.1024,37.6,Collapse,2
8601,Voltage_Instability,Synthetic_PhysicsInformed,3.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7628,0.7737,255.3,30.16,546.268,328.416,-0.0311,37.6,Collapse,2
8602,Voltage_Instability,Synthetic_PhysicsInformed,3.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8293,0.7687,253.7,25.88,563.516,338.786,0.665,37.6,Collapse,2
8603,Voltage_Instability,Synthetic_PhysicsInformed,3.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8236,0.7599,250.8,12.13,566.774,340.744,-0.0565,37.6,Collapse,2
8604,Voltage_Instability,Synthetic_PhysicsInformed,3.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8227,0.7519,248.1,30.83,569.27,342.245,-0.0096,37.6,Collapse,2
8605,Voltage_Instability,Synthetic_PhysicsInformed,3.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7589,0.7446,245.7,26.49,571.434,343.546,-0.6373,37.6,Collapse,2
8606,Voltage_Instability,Synthetic_PhysicsInformed,3.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7256,0.738,243.5,29.13,577.449,347.162,-0.3328,37.6,Collapse,2
8607,Voltage_Instability,Synthetic_PhysicsInformed,3.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7412,0.7337,242.1,27.23,590.709,355.134,0.1553,37.6,Collapse,2
8608,Voltage_Instability,Synthetic_PhysicsInformed,3.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7446,0.7252,239.3,24.93,601.511,361.629,0.0339,37.6,Collapse,2
8609,Voltage_Instability,Synthetic_PhysicsInformed,3.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8035,0.7197,237.5,33.74,605.958,364.302,0.5896,37.6,Collapse,2
8610,Voltage_Instability,Synthetic_PhysicsInformed,3.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7926,0.7135,235.5,26.24,619.312,372.33,-0.1093,37.6,Collapse,2
8611,Voltage_Instability,Synthetic_PhysicsInformed,4.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8232,0.7072,233.4,31.59,622.047,373.975,0.3062,37.6,Collapse,2
8612,Voltage_Instability,Synthetic_PhysicsInformed,4.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8182,0.7001,231.0,36.67,627.118,377.023,-0.0508,37.6,Collapse,2
8613,Voltage_Instability,Synthetic_PhysicsInformed,4.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8476,0.6904,227.8,27.68,644.569,387.515,0.2948,37.6,Collapse,2
8614,Voltage_Instability,Synthetic_PhysicsInformed,4.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8119,0.6841,225.7,17.39,649.193,390.295,-0.3571,37.6,Collapse,2
8615,Voltage_Instability,Synthetic_PhysicsInformed,4.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7853,0.6791,224.1,24.46,662.357,398.209,-0.2665,37.6,Collapse,2
8616,Voltage_Instability,Synthetic_PhysicsInformed,4.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7242,0.675,222.8,30.09,666.403,400.641,-0.6104,37.6,Collapse,2
8617,Voltage_Instability,Synthetic_PhysicsInformed,4.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7365,0.6695,220.9,15.79,668.131,401.68,0.1228,37.6,Collapse,2
8618,Voltage_Instability,Synthetic_PhysicsInformed,4.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7214,0.6605,218.0,29.04,678.765,408.074,-0.1507,37.6,Collapse,2
8619,Voltage_Instability,Synthetic_PhysicsInformed,4.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7372,0.6564,216.6,24.12,696.308,418.62,0.1574,37.6,Collapse,2
8620,Voltage_Instability,Synthetic_PhysicsInformed,4.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7106,0.6484,214.0,21.12,711.697,427.872,-0.2663,37.6,Collapse,2
8621,Voltage_Instability,Synthetic_PhysicsInformed,5.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6858,0.6442,212.6,11.63,717.366,431.28,-0.2479,37.6,Collapse,2
8622,Voltage_Instability,Synthetic_PhysicsInformed,5.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6611,0.6374,210.3,25.83,720.433,433.124,-0.2463,37.6,Collapse,2
8623,Voltage_Instability,Synthetic_PhysicsInformed,5.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6727,0.6319,208.5,20.09,725.062,435.907,0.1154,37.6,Collapse,2
8624,Voltage_Instability,Synthetic_PhysicsInformed,5.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6665,0.6272,207.0,34.06,726.353,436.683,-0.0621,37.6,Collapse,2
8625,Voltage_Instability,Synthetic_PhysicsInformed,5.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7401,0.6181,204.0,25.42,726.531,436.79,0.7364,37.6,Collapse,2
8626,Voltage_Instability,Synthetic_PhysicsInformed,5.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7746,0.6118,201.9,19.17,738.764,444.145,0.3449,37.6,Collapse,2
8627,Voltage_Instability,Synthetic_PhysicsInformed,5.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7783,0.6021,198.7,20.82,745.894,448.431,0.0367,37.6,Collapse,2
8628,Voltage_Instability,Synthetic_PhysicsInformed,5.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7417,0.5968,196.9,22.97,751.182,451.611,-0.3663,37.6,Collapse,2
8629,Voltage_Instability,Synthetic_PhysicsInformed,5.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7852,0.5906,194.9,27.97,751.27,451.664,0.4356,37.6,Collapse,2
8630,Voltage_Instability,Synthetic_PhysicsInformed,5.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8195,0.5822,192.1,30.34,765.085,459.969,0.3433,37.6,Collapse,2
8631,Voltage_Instability,Synthetic_PhysicsInformed,6.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7659,0.5766,190.3,16.99,767.749,461.571,-0.5368,37.6,Collapse,2
8632,Voltage_Instability,Synthetic_PhysicsInformed,6.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7526,0.5714,188.6,26.09,777.05,467.163,-0.1326,37.6,Collapse,2
8633,Voltage_Instability,Synthetic_PhysicsInformed,6.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.813,0.5653,186.6,26.28,792.487,476.443,0.6035,37.6,Collapse,2
8634,Voltage_Instability,Synthetic_PhysicsInformed,6.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7584,0.5578,184.1,21.27,797.564,479.495,-0.5457,37.6,Collapse,2
8635,Voltage_Instability,Synthetic_PhysicsInformed,6.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8127,0.5491,181.2,29.98,799.669,480.761,0.5434,37.6,Collapse,2
8636,Voltage_Collapse,Synthetic_PhysicsInformed,6.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.582,0.4472,147.6,29.98,655.729,394.224,-2.4434,37.6,Collapse,2
8637,Voltage_Collapse,Synthetic_PhysicsInformed,6.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.1525,0.3773,124.5,29.98,537.697,323.264,-1.2472,37.6,Collapse,2
8638,Voltage_Collapse,Synthetic_PhysicsInformed,6.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),48.5816,0.2925,96.5,29.98,440.912,265.076,-2.3577,37.6,Collapse,2
8639,Voltage_Collapse,Synthetic_PhysicsInformed,6.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),48.1243,0.2351,77.6,29.98,361.548,217.363,-1.2402,37.6,Collapse,2
8640,Voltage_Collapse,Synthetic_PhysicsInformed,6.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),47.7865,0.1631,53.8,29.98,296.469,178.237,-1.3119,37.6,Collapse,2
8641,Voltage_Collapse,Synthetic_PhysicsInformed,7.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),47.2777,0.1111,36.7,29.98,243.105,146.155,-1.5176,37.6,Collapse,2
8642,Voltage_Collapse,Synthetic_PhysicsInformed,7.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),47.0934,0.0513,16.9,29.98,199.346,119.847,-1.148,37.6,Collapse,2
8643,Voltage_Collapse,Synthetic_PhysicsInformed,7.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),0.0,0.0,0.0,29.98,0.0,0.0,-2.2342,37.6,Collapse,2
8644,Voltage_Collapse,Synthetic_PhysicsInformed,7.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),0.0,0.0,0.0,29.98,0.0,0.0,-0.7845,37.6,Collapse,2
8645,Voltage_Collapse,Synthetic_PhysicsInformed,7.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),0.0,0.0,0.0,29.98,0.0,0.0,-2.4518,37.6,Collapse,2
8646,Voltage_Collapse,Synthetic_PhysicsInformed,7.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),0.0,0.0,0.0,29.98,0.0,0.0,-1.9291,37.6,Collapse,2
8647,Voltage_Collapse,Synthetic_PhysicsInformed,7.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),0.0,0.0,0.0,29.98,0.0,0.0,-1.4482,37.6,Collapse,2
8648,Voltage_Collapse,Synthetic_PhysicsInformed,7.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),0.0,0.0,0.0,29.98,0.0,0.0,-0.6978,37.6,Collapse,2
8649,Voltage_Collapse,Synthetic_PhysicsInformed,7.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),0.0,0.0,0.0,29.98,0.0,0.0,-2.2353,37.6,Collapse,2
8650,Voltage_Collapse,Synthetic_PhysicsInformed,7.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),0.0,0.0,0.0,29.98,0.0,0.0,-0.5046,37.6,Collapse,2
8651,Voltage_Collapse,Synthetic_PhysicsInformed,8.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),0.0,0.0,0.0,29.98,0.0,0.0,-1.3754,37.6,Collapse,2
8652,Voltage_Collapse,Synthetic_PhysicsInformed,8.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),0.0,0.0,0.0,29.98,0.0,0.0,-1.0239,37.6,Collapse,2
8653,Voltage_Collapse,Synthetic_PhysicsInformed,8.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),0.0,0.0,0.0,29.98,0.0,0.0,-2.2127,37.6,Collapse,2
8654,Voltage_Collapse,Synthetic_PhysicsInformed,8.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),0.0,0.0,0.0,29.98,0.0,0.0,-0.906,37.6,Collapse,2
8655,Voltage_Collapse,Synthetic_PhysicsInformed,8.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),0.0,0.0,0.0,29.98,0.0,0.0,-1.567,37.6,Collapse,2
8656,Voltage_Instability,Synthetic_PhysicsInformed,0.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9764,0.9912,327.1,20.55,380.941,229.022,-0.3051,36.2,Stable,0
8657,Voltage_Instability,Synthetic_PhysicsInformed,0.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9532,0.9845,324.9,29.87,391.914,235.618,-0.2313,36.2,Stable,0
8658,Voltage_Instability,Synthetic_PhysicsInformed,0.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0307,0.9766,322.3,31.7,405.833,243.987,0.7742,36.2,Stable,0
8659,Voltage_Instability,Synthetic_PhysicsInformed,0.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0299,0.9713,320.5,29.5,421.98,253.694,-0.008,36.2,Stable,0
8660,Voltage_Instability,Synthetic_PhysicsInformed,0.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9541,0.9638,318.1,21.0,438.585,263.677,-0.7574,36.2,Stable,0
8661,Voltage_Instability,Synthetic_PhysicsInformed,0.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8893,0.9581,316.2,22.82,440.556,264.862,-0.6482,36.2,Stable,0
8662,Voltage_Instability,Synthetic_PhysicsInformed,0.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8439,0.9522,314.2,10.1,451.804,271.625,-0.4542,36.2,Stable,0
8663,Voltage_Instability,Synthetic_PhysicsInformed,0.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8421,0.9454,312.0,28.11,464.645,279.345,-0.0173,36.2,Warning,1
8664,Voltage_Instability,Synthetic_PhysicsInformed,0.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8552,0.9373,309.3,26.39,476.53,286.49,0.1305,36.2,Warning,1
8665,Voltage_Instability,Synthetic_PhysicsInformed,0.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7992,0.9284,306.4,23.65,488.723,293.821,-0.5595,36.2,Warning,1
8666,Voltage_Instability,Synthetic_PhysicsInformed,1.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7227,0.9209,303.9,30.22,495.693,298.011,-0.7656,36.2,Warning,1
8667,Voltage_Instability,Synthetic_PhysicsInformed,1.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.703,0.9145,301.8,23.85,501.241,301.346,-0.1971,36.2,Warning,1
8668,Voltage_Instability,Synthetic_PhysicsInformed,1.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7181,0.9072,299.4,24.65,507.213,304.937,0.1517,36.2,Warning,1
8669,Voltage_Instability,Synthetic_PhysicsInformed,1.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.813,0.9007,297.2,23.72,524.008,315.034,0.9491,36.2,Warning,1
8670,Voltage_Instability,Synthetic_PhysicsInformed,1.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.834,0.8947,295.3,26.15,532.595,320.196,0.2098,36.2,Unstable,1
8671,Voltage_Instability,Synthetic_PhysicsInformed,1.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8779,0.8874,292.8,33.56,535.18,321.75,0.4387,36.2,Unstable,1
8672,Voltage_Instability,Synthetic_PhysicsInformed,1.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.89,0.8824,291.2,12.6,544.009,327.058,0.1214,36.2,Unstable,1
8673,Voltage_Instability,Synthetic_PhysicsInformed,1.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8393,0.8752,288.8,20.73,550.616,331.03,-0.5076,36.2,Unstable,1
8674,Voltage_Instability,Synthetic_PhysicsInformed,1.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8241,0.8655,285.6,20.27,561.101,337.334,-0.1519,36.2,Unstable,1
8675,Voltage_Instability,Synthetic_PhysicsInformed,1.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7987,0.8577,283.0,19.69,566.361,340.496,-0.2536,36.2,Unstable,1
8676,Voltage_Instability,Synthetic_PhysicsInformed,2.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7956,0.8477,279.7,18.56,580.372,348.919,-0.0312,36.2,Unstable,1
8677,Voltage_Instability,Synthetic_PhysicsInformed,2.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8183,0.8394,277.0,21.23,581.482,349.587,0.227,36.2,Unstable,1
8678,Voltage_Instability,Synthetic_PhysicsInformed,2.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8297,0.83,273.9,19.99,585.14,351.786,0.1136,36.2,Unstable,1
8679,Voltage_Instability,Synthetic_PhysicsInformed,2.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7954,0.8236,271.8,22.94,594.032,357.132,-0.3428,36.2,Unstable,1
8680,Voltage_Instability,Synthetic_PhysicsInformed,2.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.779,0.8151,269.0,24.13,609.055,366.164,-0.164,36.2,Unstable,1
8681,Voltage_Instability,Synthetic_PhysicsInformed,2.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7813,0.806,266.0,33.44,613.933,369.097,0.0234,36.2,Unstable,1
8682,Voltage_Instability,Synthetic_PhysicsInformed,2.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7844,0.7975,263.2,24.55,618.824,372.037,0.0304,36.2,Collapse,2
8683,Voltage_Instability,Synthetic_PhysicsInformed,2.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7969,0.7932,261.8,18.37,623.116,374.617,0.1254,36.2,Collapse,2
8684,Voltage_Instability,Synthetic_PhysicsInformed,2.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8142,0.7849,259.0,21.65,628.738,377.998,0.1727,36.2,Collapse,2
8685,Voltage_Instability,Synthetic_PhysicsInformed,2.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8248,0.7749,255.7,17.58,637.491,383.26,0.1064,36.2,Collapse,2
8686,Voltage_Instability,Synthetic_PhysicsInformed,3.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7862,0.7699,254.1,20.31,650.685,391.192,-0.3856,36.2,Collapse,2
8687,Voltage_Instability,Synthetic_PhysicsInformed,3.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.705,0.7615,251.3,23.73,656.184,394.498,-0.8124,36.2,Collapse,2
8688,Voltage_Instability,Synthetic_PhysicsInformed,3.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6849,0.7558,249.4,25.18,674.092,405.264,-0.2012,36.2,Collapse,2
8689,Voltage_Instability,Synthetic_PhysicsInformed,3.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6785,0.7474,246.6,16.38,676.777,406.879,-0.0635,36.2,Collapse,2
8690,Voltage_Instability,Synthetic_PhysicsInformed,3.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6979,0.7383,243.6,21.76,693.332,416.831,0.1939,36.2,Collapse,2
8691,Voltage_Instability,Synthetic_PhysicsInformed,3.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6778,0.7318,241.5,24.48,704.691,423.66,-0.201,36.2,Collapse,2
8692,Voltage_Instability,Synthetic_PhysicsInformed,3.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.773,0.7251,239.3,11.02,721.605,433.829,0.9522,36.2,Collapse,2
8693,Voltage_Instability,Synthetic_PhysicsInformed,3.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7016,0.7161,236.3,23.37,734.245,441.428,-0.7138,36.2,Collapse,2
8694,Voltage_Instability,Synthetic_PhysicsInformed,3.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.805,0.7107,234.5,18.22,746.248,448.644,1.0334,36.2,Collapse,2
8695,Voltage_Instability,Synthetic_PhysicsInformed,3.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.883,0.7016,231.5,16.93,752.055,452.136,0.78,36.2,Collapse,2
8696,Voltage_Instability,Synthetic_PhysicsInformed,4.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9506,0.6968,229.9,22.38,763.711,459.143,0.6757,36.2,Collapse,2
8697,Voltage_Instability,Synthetic_PhysicsInformed,4.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8913,0.6886,227.2,18.26,772.632,464.506,-0.5922,36.2,Collapse,2
8698,Voltage_Instability,Synthetic_PhysicsInformed,4.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9193,0.6803,224.5,27.64,772.668,464.528,0.2791,36.2,Collapse,2
8699,Voltage_Instability,Synthetic_PhysicsInformed,4.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8909,0.6708,221.3,18.88,785.28,472.11,-0.284,36.2,Collapse,2
8700,Voltage_Instability,Synthetic_PhysicsInformed,4.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8884,0.6658,219.7,39.39,792.066,476.19,-0.0245,36.2,Collapse,2
8701,Voltage_Instability,Synthetic_PhysicsInformed,4.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.894,0.6611,218.2,22.21,808.273,485.934,0.0556,36.2,Collapse,2
8702,Voltage_Instability,Synthetic_PhysicsInformed,4.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8623,0.6541,215.9,27.26,814.611,489.744,-0.3171,36.2,Collapse,2
8703,Voltage_Instability,Synthetic_PhysicsInformed,4.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7063,0.6475,213.7,26.96,832.442,500.464,-1.5592,36.2,Collapse,2
8704,Voltage_Instability,Synthetic_PhysicsInformed,4.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7507,0.6393,211.0,18.67,844.836,507.915,0.4435,36.2,Collapse,2
8705,Voltage_Instability,Synthetic_PhysicsInformed,4.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7896,0.6308,208.2,27.82,850.7,511.441,0.3889,36.2,Collapse,2
8706,Voltage_Instability,Synthetic_PhysicsInformed,5.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7334,0.625,206.3,29.71,868.692,522.258,-0.5619,36.2,Collapse,2
8707,Voltage_Instability,Synthetic_PhysicsInformed,5.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6885,0.6174,203.7,26.01,869.116,522.512,-0.4484,36.2,Collapse,2
8708,Voltage_Instability,Synthetic_PhysicsInformed,5.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6817,0.6096,201.2,30.91,877.883,527.783,-0.0688,36.2,Collapse,2
8709,Voltage_Instability,Synthetic_PhysicsInformed,5.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6795,0.6048,199.6,17.44,893.446,537.14,-0.0217,36.2,Collapse,2
8710,Voltage_Instability,Synthetic_PhysicsInformed,5.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7108,0.5999,198.0,18.74,899.705,540.903,0.3127,36.2,Collapse,2
8711,Voltage_Instability,Synthetic_PhysicsInformed,5.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7169,0.5921,195.4,26.32,917.549,551.63,0.0612,36.2,Collapse,2
8712,Voltage_Instability,Synthetic_PhysicsInformed,5.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6913,0.5862,193.5,21.63,925.127,556.186,-0.256,36.2,Collapse,2
8713,Voltage_Instability,Synthetic_PhysicsInformed,5.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7131,0.5797,191.3,21.95,939.998,565.127,0.2182,36.2,Collapse,2
8714,Voltage_Instability,Synthetic_PhysicsInformed,5.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6854,0.5704,188.2,28.49,942.834,566.832,-0.2774,36.2,Collapse,2
8715,Voltage_Instability,Synthetic_PhysicsInformed,5.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6571,0.5638,186.0,16.54,943.22,567.064,-0.2825,36.2,Collapse,2
8716,Voltage_Instability,Synthetic_PhysicsInformed,6.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6574,0.5555,183.3,21.32,955.873,574.671,0.0025,36.2,Collapse,2
8717,Voltage_Instability,Synthetic_PhysicsInformed,6.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7359,0.5491,181.2,26.25,957.037,575.371,0.7857,36.2,Collapse,2
8718,Voltage_Instability,Synthetic_PhysicsInformed,6.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7383,0.5399,178.2,33.32,965.52,580.471,0.024,36.2,Collapse,2
8719,Voltage_Instability,Synthetic_PhysicsInformed,6.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7615,0.5312,175.3,25.79,977.616,587.743,0.2316,36.2,Collapse,2
8720,Voltage_Instability,Synthetic_PhysicsInformed,6.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7915,0.5249,173.2,15.32,985.454,592.455,0.3004,36.2,Collapse,2
8721,Voltage_Collapse,Synthetic_PhysicsInformed,6.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.584,0.4073,134.4,15.32,808.072,485.813,-0.3094,36.2,Collapse,2
8722,Voltage_Collapse,Synthetic_PhysicsInformed,6.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.1848,0.3485,115.0,15.32,662.619,398.367,-0.911,36.2,Collapse,2
8723,Voltage_Collapse,Synthetic_PhysicsInformed,6.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),48.7762,0.2583,85.2,15.32,543.348,326.661,-1.8215,36.2,Collapse,2
8724,Voltage_Collapse,Synthetic_PhysicsInformed,6.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),48.4153,0.1854,61.2,15.32,445.545,267.862,-0.7868,36.2,Collapse,2
